node;label
65525;680
8832;681
65526;682
8834;683
64184;684
64185;685
8837;686
65412;687
8839;688
64187;689
8330;43
65413;690
8842;691
65414;692
8844;693
65415;694
64191;695
65416;696
65417;697
65418;698
8385;185
8850;699
8851;700
8852;701
64195;702
65401;703
65402;704
65521;705
64200;706
8858;707
65403;708
65522;709
64204;710
65407;711
8863;712
65408;713
8865;714
65409;715
8867;716
8868;717
8869;718
8870;719
8871;720
8872;721
8873;722
8874;723
8875;724
8876;725
8877;726
8878;727
8879;728
8880;729
8881;730
8882;731
8883;732
8884;733
8885;734
8886;735
8887;736
8888;737
8889;738
8890;739
8331;46
8891;740
8892;741
8893;742
8894;743
8895;744
8896;745
8897;746
8898;747
8899;748
8900;749
8901;750
8902;751
8903;752
8904;753
8905;754
8906;755
8907;756
65223;757
65224;758
65225;759
65226;760
8912;761
8913;762
8914;763
8915;764
8386;186
8916;765
8917;766
8918;767
8919;768
8920;769
8921;770
8922;771
8923;772
8924;773
8925;774
8926;775
8927;776
8928;777
65847;778
65849;779
8332;47
65228;780
8932;781
8933;782
65229;783
65230;784
65231;785
8937;786
8938;787
8939;788
8940;789
8387;187
8941;790
64902;791
8943;792
8944;793
8945;794
8946;795
8947;796
8948;797
8949;798
8950;799
8951;800
8952;801
8953;802
8954;803
8955;804
8956;805
8957;806
8958;807
8959;808
8960;809
8961;810
8962;811
8963;812
8964;813
8965;814
8966;815
8388;188
8967;816
8968;817
8969;818
8970;819
8971;820
8972;821
8973;822
8974;823
8389;189
65232;824
8976;825
65848;826
8978;827
8979;828
65233;829
65234;830
8390;190
65235;831
8983;832
8984;833
8985;834
8986;835
8987;836
8988;837
8989;838
8990;839
8991;840
8992;841
65196;842
8994;843
8995;844
8996;845
8997;846
8998;847
8999;848
9000;849
9001;850
9002;851
9003;852
9004;853
9005;854
9006;855
9007;856
9008;857
9009;858
9010;859
9011;860
9012;861
9013;862
64697;863
9015;864
9016;865
9017;866
9018;867
9019;868
9020;869
9021;870
9022;871
9023;872
9024;873
9025;874
9026;875
9027;876
9028;877
9029;878
9030;879
9031;880
9032;881
9033;882
8391;191
9034;883
9035;884
9036;885
9037;886
9038;887
9039;888
9040;889
9041;890
9042;891
9043;892
9044;893
9045;894
9046;895
9047;896
9048;897
9049;898
8392;192
9050;899
64411;900
64412;901
65819;902
8393;193
9054;903
9055;904
9056;905
9057;906
9058;907
9059;908
9060;909
9061;910
9062;911
9063;912
9064;913
9065;914
65818;915
9067;916
9068;917
9069;918
9070;919
9071;920
9072;921
9073;922
65530;923
9075;924
65568;925
9077;926
9078;927
9079;928
9080;929
9081;930
9082;931
9083;932
9084;933
9085;934
9086;935
9087;936
9088;937
9089;938
9090;939
9091;940
9092;941
9093;942
9094;943
9095;944
9096;945
9097;946
9098;947
9099;948
9100;949
9101;950
9102;951
9103;952
9104;953
65339;954
9106;955
9107;956
9108;957
9109;958
9110;959
9111;960
9112;961
8394;194
9113;962
9114;963
9115;964
9116;965
8395;195
9117;966
9118;967
9119;968
9120;969
8396;196
9121;970
9122;971
9123;972
9124;973
8397;197
9125;974
9126;975
9127;976
9128;977
8398;198
9129;978
9130;979
9131;980
8399;199
9132;981
9133;982
9134;983
65580;984
9136;985
9137;986
9138;987
9139;988
9140;989
9141;990
9142;991
9143;992
9144;993
9145;994
8400;200
9146;995
8401;201
9147;996
9148;997
9149;998
9150;999
9151;1000
9152;1001
9153;1002
9154;1003
8353;115
9155;1004
9156;1005
9157;1006
9158;1007
9159;1008
9160;1009
9161;1010
9162;1011
9163;1012
9164;1013
9165;1014
9166;1015
9167;1016
9168;1017
9169;1018
9170;1019
9171;1020
9172;1021
65333;1022
65334;1023
65335;1024
9176;1025
9177;1026
9178;1027
9179;1028
9180;1029
9181;1030
9182;1031
9183;1032
9184;1033
9185;1034
9186;1035
9187;1036
9188;1037
9189;1038
9190;1039
9191;1040
9192;1041
8338;65
9193;1042
9194;1043
9195;1044
9196;1045
9197;1046
9198;1047
9199;1048
9200;1049
9201;1050
9202;1051
9203;1052
9204;1053
9205;1054
65474;1055
63112;71.0
65475;1056
64539;1057
65476;1058
65477;1059
65478;1060
65479;1061
65480;1062
65481;1063
65482;1064
65609;1065
9217;1066
9218;1067
9219;1068
9220;1069
9221;1070
9222;1071
9223;1072
9224;1073
9225;1074
9226;1075
9227;1076
9228;1077
9229;1078
9230;1079
9231;1080
9232;1081
9233;1082
9234;1083
9235;1084
9236;1085
9237;1086
9238;1087
9239;1088
9240;1089
9241;1090
9242;1091
9243;1092
9244;1093
9245;1094
9246;1095
9247;1096
9248;1097
9249;1098
9250;1099
9251;1100
9252;1101
9253;1102
9254;1103
9255;1104
9256;1105
9257;1106
9258;1107
8402;202
9259;1108
9260;1109
9261;1110
9262;1111
9263;1112
9264;1113
9265;1114
9266;1115
9267;1116
9268;1117
9269;1118
9270;1119
9271;1120
9272;1121
9273;1122
9274;1123
9275;1124
9276;1125
9277;1126
9278;1127
9279;1128
9280;1129
9281;1130
64550;1131
65484;1132
9284;1133
65485;1134
9286;1135
9287;1136
9288;1137
9289;1138
9290;1139
9291;1140
9292;1141
9293;1142
9294;1143
9295;1144
9296;1145
9297;1146
9298;1147
9299;1148
9300;1149
9301;1150
9302;1151
9303;1152
9304;1153
9305;1154
9306;1155
9307;1156
9308;1157
9309;1158
9310;1159
9311;1160
9312;1161
9313;1162
9314;1163
9315;1164
9316;1165
9317;1166
9318;1167
9319;1168
9320;1169
9321;1170
9322;1171
9323;1172
9324;1173
9325;1174
9326;1175
9327;1176
9328;1177
9329;1178
9330;1179
9331;1180
9332;1181
9333;1182
9334;1183
9335;1184
9336;1185
9337;1186
9338;1187
9339;1188
9340;1189
9341;1190
9342;1191
9343;1192
9344;1193
9345;1194
9346;1195
9347;1196
9348;1197
9349;1198
65612;1199
65041;1200
9352;1201
65611;1202
9354;1203
9355;1204
9356;1205
9357;1206
9358;1207
65540;1208
9360;1209
9361;1210
65545;1211
65546;1212
65547;1213
65548;1214
65549;1215
65550;1216
9368;1217
9369;1218
9370;1219
9371;1220
9372;1221
9373;1222
9374;1223
9375;1224
9376;1225
9377;1226
9378;1227
65159;203
64085;167
9379;1228
9380;1229
9381;1230
9382;1231
9383;1232
9384;1233
9385;1234
9386;1235
9387;1236
9388;1237
9389;1238
9390;1239
9391;1240
9392;1241
9393;1242
9394;1243
9395;1244
9396;1245
9397;1246
9398;1247
9399;1248
9400;1249
9401;1250
9402;1251
9403;1252
9404;1253
9405;1254
9406;1255
9407;1256
8354;116
9408;1257
9409;1258
9410;1259
9411;1260
9412;1261
9413;1262
9414;1263
9415;1264
9416;1265
9417;1266
9418;1267
9419;1268
9420;1269
9421;1270
9422;1271
9423;1272
9424;1273
8404;204
9425;1274
9426;1275
8405;205
9427;1276
9428;1277
9429;1278
9430;1279
9431;1280
9432;1281
9433;1282
9434;1283
9435;1284
8355;117
9436;1285
9437;1286
9438;1287
9439;1288
9440;1289
9441;1290
9442;1291
9443;1292
9444;1293
9445;1294
9446;1295
9447;1296
9448;1297
9449;1298
9450;1299
9451;1300
8406;206
9452;1301
9453;1302
9454;1303
9455;1304
9456;1305
9457;1306
9458;1307
9459;1308
9460;1309
9461;1310
9462;1311
9463;1312
9464;1313
9465;1314
9466;1315
9467;1316
9468;1317
9469;1318
9470;1319
65314;1320
65140;207
65315;1321
65316;1322
65317;1323
65318;1324
65321;1325
65322;1.2.2.0.0.3
65323;1.2.2.0.0.4
9479;1328
9480;1329
9481;1330
9482;1331
9483;1332
9484;1333
9485;1334
9486;1335
9487;1336
9488;1337
9489;1338
9490;1339
9491;1340
9492;1341
9493;1342
65326;1343
9495;1344
9496;1345
8408;208
9497;1346
9498;1347
9499;1348
9500;1349
9501;1350
9502;1351
9503;1352
9504;1353
9505;1354
9506;1355
9507;1356
9508;1357
9509;1358
9510;1359
9511;1360
9512;1361
9513;1362
9514;1363
9515;1364
9516;1365
9517;1366
9518;1367
9519;1368
9520;1369
9521;1370
9522;1371
9523;1372
9524;1373
9525;1374
9526;1375
9527;1376
9528;1377
9529;1378
8356;118
9530;1379
9531;1380
9532;1381
9533;1382
9534;1383
9535;1384
9536;1385
9537;1386
9538;1387
9539;1388
8409;209
9540;1389
9541;1390
9542;1391
9543;1392
9544;1393
9545;1394
9546;1395
9547;1396
9548;1397
9549;1398
9550;1399
9551;1400
9552;1401
9553;1402
9554;1403
9555;1404
9556;1405
9557;1406
9558;1407
9559;1408
9560;1409
9561;1410
9562;1411
9563;1412
9564;1413
9565;1414
9566;1415
9567;1416
9568;1417
9569;1418
9570;1419
9571;1420
9572;1421
9573;1422
9574;1423
9575;1424
9576;1425
9577;1426
9578;1427
9579;1428
9580;1429
9581;1430
9582;1431
9583;1432
9584;1433
9585;1434
9586;1435
9587;1436
9588;1437
9589;1438
9590;1439
8410;210
9591;1440
9592;1441
9593;1442
9594;1443
9595;1444
9596;1445
9597;1446
9598;1447
9599;1448
9600;1449
8339;66
65245;1450
9602;1451
9603;1452
9604;1453
9605;1454
9606;1455
9607;1456
9608;1457
9609;1458
65681;1459
65682;1460
65683;1461
65684;1462
65679;1463
65680;1464
65685;1465
9617;1466
9618;1467
9619;1468
65686;1469
9621;1470
65070;1471
9623;1472
9624;1473
9625;1474
64333;1475
65687;1476
65688;1477
64336;1478
9630;1479
64339;1480
65674;1481
65675;1482
65676;1483
8328;40
9635;1484
9636;1485
9637;1486
9638;1487
9639;1488
9640;1489
9641;1490
9642;1491
9643;1492
9644;1493
9645;1494
9646;1495
9647;1496
9648;1497
9649;1498
9650;1499
9651;1500
9652;1501
9653;1502
9654;1503
9655;1504
9656;1505
9657;1506
9658;1507
9659;1508
9660;1509
9661;1510
9662;1511
9663;1512
9664;1513
9665;1514
9666;1515
9667;1516
9668;1517
9669;1518
9670;1519
9671;1520
9672;1521
9673;1522
9674;1523
9675;1524
9676;1525
9677;1526
9678;1527
9679;1528
9680;1529
9681;1530
9682;1531
9683;1532
9684;1533
9685;1534
9686;1535
9687;1536
9688;1537
9689;1538
9690;1539
9691;1540
9692;1541
9693;1542
9694;1543
9695;1544
9696;1545
9697;1546
9698;1547
9699;1548
9700;1549
9701;1550
9702;1551
9703;1552
9704;1553
9705;1554
9706;1555
9707;1556
9708;1557
9709;1558
9710;1559
9711;1560
9712;1561
9713;1562
9714;1563
9715;1564
9716;1565
9717;1566
9718;1567
9719;1568
9720;1569
9721;1570
9722;1571
9723;1572
9724;1573
9725;1574
9726;1575
9727;1576
9728;1577
9729;1578
9730;1579
9731;1580
9732;1581
9733;1582
9734;1583
9735;1584
9736;1585
9737;1586
9738;1587
9739;1588
9740;1589
9741;1590
9742;1591
9743;1592
9744;1593
9745;1594
9746;1595
9747;1596
9748;1597
9749;1598
9750;1599
9751;1600
9752;1601
9753;1602
9754;1603
9755;1604
9756;1605
9757;1606
9758;1607
9759;1608
9760;1609
9761;1610
9762;1611
9763;1612
9764;1613
9765;1614
9766;1615
9767;1616
9768;1617
9769;1618
9770;1619
9771;1620
9772;1621
9773;1622
9774;1623
9775;1624
9776;1625
9777;1626
9778;1627
9779;1628
9780;1629
9781;1630
9782;1631
9783;1632
9784;1633
8357;119
65183;1634
9786;1635
65653;1636
9788;1637
9789;1638
9790;1639
9791;1640
9792;1641
65560;1642
65559;1643
9795;1644
64578;1645
9797;1646
64580;1647
9799;1648
65561;1649
65562;1650
65563;1651
9803;1652
65420;1653
65421;1654
64218;1655
9807;1656
9808;1657
64222;1658
65518;1659
64225;1660
64226;1661
9813;1662
64562;1663
9815;1664
65505;1665
65506;1666
64227;1667
65423;1668
64229;1669
9821;1670
64230;1671
65509;1672
9824;1673
64233;1674
65510;1675
65511;1676
65512;1677
65513;1678
65514;1679
64240;1680
65515;1681
64242;1682
65516;1683
64244;1684
65424;1685
64246;1686
65426;1687
65377;1688
65378;1689
65379;1690
9842;1691
65380;1692
9844;1693
9845;1694
9846;1695
9847;1696
9848;1697
9849;1698
8411;211
9850;1699
9851;1700
9852;1701
9853;1702
9854;1703
9855;1704
9856;1705
9857;1706
9858;1707
9859;1708
9860;1709
9861;1710
9862;1711
9863;1712
9864;1713
9865;1714
9866;1715
9867;1716
9868;1717
9869;1718
9870;1719
9871;1720
9872;1721
9873;1722
9874;1723
9875;1724
9876;1725
9877;1726
9878;1727
9879;1728
9880;1729
9881;1730
9882;1731
9883;1732
9884;1733
9885;1734
9886;1735
9887;1736
9888;1737
9889;1738
9890;1739
9891;1740
9892;1741
9893;1742
9894;1743
9895;1744
9896;1745
65184;1746
65185;1747
9899;1748
9900;1749
9901;1750
9902;1751
9903;1752
9904;1753
9905;1754
8412;212
9906;1755
9907;1756
9908;1757
9909;1758
9910;1759
9911;1760
9912;1761
9913;1762
9914;1763
9915;1764
9916;1765
9917;1766
9918;1767
9919;1768
9920;1769
9921;1770
9922;1771
9923;1772
9924;1773
9925;1774
9926;1775
9927;1776
9928;1777
9929;1778
9930;1779
9931;1780
9932;1781
9933;1782
9934;1783
9935;1784
9936;1785
9937;1786
9938;1787
9939;1788
9940;1789
9941;1790
9942;1791
9943;1792
9944;1793
9945;1794
9946;1795
9947;1796
9948;1797
9949;1798
9950;1799
9951;1800
9952;1801
9953;1802
9954;1803
9955;1804
9956;1805
9957;1806
9958;1807
9959;1808
9960;1809
9961;1810
9962;1811
9963;1812
9964;1813
9965;1814
9966;1815
9967;1816
9968;1817
9969;1818
9970;1819
9971;1820
9972;1821
9973;1822
9974;1823
9975;1824
9976;1825
8413;213
9977;1826
9978;1827
9979;1828
9980;1829
9981;1830
9982;1831
9983;1832
9984;1833
9985;1834
9986;1835
9987;1836
9988;1837
9989;1838
9990;1839
9991;1840
9992;1841
9993;1842
9994;1843
9995;1844
9996;1845
9997;1846
8414;214
9998;1847
9999;1848
10000;1849
10001;1850
10002;1851
10003;1852
10004;1853
10005;1854
10006;1855
10007;1856
10008;1857
10009;1858
10010;1859
10011;1860
10012;1861
10013;1862
10014;1863
10015;1864
10016;1865
10017;1866
10018;1867
10019;1868
10020;1869
10021;1870
10022;1871
10023;1872
10024;1873
10025;1874
10026;1875
10027;1876
10028;1877
10029;1878
10030;1879
10031;1880
10032;1881
10033;1882
10034;1883
10035;1884
10036;1885
10037;1886
10038;1887
10039;1888
10040;1889
10041;1890
10042;1891
10043;1892
10044;1893
10045;1894
10046;1895
10047;1896
10048;1897
10049;1898
8415;215
10050;1899
10051;1900
10052;1901
10053;1902
8416;216
10054;1903
10055;1904
10056;1905
10057;1906
10058;1907
10059;1908
10060;1909
10061;1910
10062;1911
10063;1912
10064;1913
10065;1914
10066;1915
10067;1916
10068;1917
10069;1918
10070;1919
10071;1920
10072;1921
8333;51
10073;1922
10074;1923
10075;1924
10076;1925
10077;1926
65582;1927
10079;1928
8417;217
10080;1929
65619;1930
10082;1931
10083;1932
65621;1933
65642;1934
10086;1935
10087;1936
10088;1937
10089;1938
10090;1939
10091;1940
10092;1941
10093;1942
10094;1943
10095;1944
10096;1945
10097;1946
10098;1947
10099;1948
10100;1949
10101;1950
10102;1951
10103;1952
10104;1953
10105;1954
10106;1955
10107;1956
10108;1957
10109;1958
10110;1959
10111;1960
10112;1961
10113;1962
10114;1963
10115;1964
10116;1965
65630;1966
65631;1967
64656;1968
65632;1969
65633;1970
64661;1971
10123;1972
65636;1973
64663;1974
65637;1975
64665;1976
65638;1977
65634;1978
65635;1979
10131;1980
65639;1981
65640;1982
65641;1983
10135;1984
64675;1985
10137;1986
10138;1987
10139;1988
10140;1989
10141;1990
10142;1991
10143;1992
10144;1993
10145;1994
10146;1995
10147;1996
10148;1997
10149;1998
10150;1999
8418;218
10151;2000
10152;2001
8419;219
10153;2002
10154;2003
10155;2004
10156;2005
65624;2006
10158;2007
10159;2008
10160;2009
10161;2010
10162;2011
10163;2012
10164;2013
10165;2014
10166;2015
65813;2016
10168;2017
10169;2018
10170;2019
10171;2020
10172;2021
10173;2022
10174;2023
10175;2024
65270;2025
65277;2026
65278;2027
65279;2028
65280;2029
65281;2030
65282;2031
65283;2032
65284;2033
64439;2034
64440;2035
65285;2036
65286;2037
10189;2038
10190;2039
65287;2040
10192;2041
10193;2042
10194;2043
10195;2044
10196;2045
65288;2046
65289;2047
65290;2048
65291;2049
65292;2050
10202;2051
65293;2052
65294;2053
10205;2054
10206;2055
65295;2056
64453;2057
64452;2058
10210;2059
10211;2060
10212;2061
10213;2062
10214;2063
10215;2064
10216;2065
10217;2066
10218;2067
65139;220
65296;2068
10220;2069
10221;2070
10222;2071
10223;2072
65759;2073
10225;2074
10226;2075
10227;2076
10228;2077
10229;2078
65297;2079
10231;2080
10232;2081
10233;2082
10234;2083
10235;2084
65298;2085
65299;2086
65300;2087
65301;2088
65302;2089
10241;2090
10242;2091
10243;2092
65753;2093
64462;2094
65303;2095
65304;2096
10248;2097
10249;2098
65305;2099
10251;2100
65306;2101
65307;2102
10254;2103
10255;2104
10256;2105
65308;2106
10258;2107
10259;2108
65309;2109
64470;2110
10262;2111
10263;2112
10264;2113
65310;2114
65311;2115
65312;2116
65313;2117
64475;2118
8421;221
65325;2119
10271;2120
10272;2121
10273;2122
10274;2123
65760;2124
10276;2125
65202;2126
10278;2127
10279;2128
10280;2129
10281;2130
10282;2131
8422;222
10283;2132
10284;2133
10285;2134
10286;2135
10287;2136
10288;2137
10289;2138
10290;2139
10291;2140
10292;2141
10293;2142
10294;2143
10295;2144
10296;2145
10297;2146
10298;2147
10299;2148
10300;2149
65650;2150
64681;2151
10303;2152
65648;2153
65649;2154
10306;2155
10307;2156
10308;2157
10309;2158
10310;2159
10311;2160
10312;2161
10313;2162
10314;2163
65344;2164
10316;2165
10317;2166
10318;2167
10319;2168
10320;2169
10321;2170
10322;2171
10323;2172
10324;2173
10325;2174
10326;2175
10327;2176
10328;2177
10329;2178
10330;2179
10331;2180
10332;2181
10333;2182
10334;2183
10335;2184
10336;2185
10337;2186
10338;2187
10339;2188
10340;2189
10341;2190
10342;2191
10343;2192
10344;2193
10345;2194
10346;2195
10347;2196
10348;2197
10349;2198
10350;2199
10351;2200
10352;2201
10353;2202
10354;2203
10355;2204
10356;2205
10357;2206
10358;2207
10359;2208
10360;2209
10361;2210
10362;2211
8423;223
10363;2212
8344;86
10364;2213
10365;2214
10366;2215
10367;2216
10368;2217
10369;2218
10370;2219
10371;2220
10372;2221
10373;2222
10374;2223
10375;2224
10376;2225
10377;2226
10378;2227
10379;2228
8358;120
10380;2229
10381;2230
10382;2231
10383;2232
10384;2233
10385;2234
10386;2235
10387;2236
10388;2237
10389;2238
10390;2239
10391;2240
10392;2241
10393;2242
10394;2243
10395;2244
10396;2245
8424;224
10397;2246
10398;2247
10399;2248
10400;2249
10401;2250
10402;2251
10403;2252
10404;2253
10405;2254
10406;2255
10407;2256
10408;2257
10409;2258
10410;2259
10411;2260
10412;2261
10413;2262
10414;2263
10415;2264
10416;2265
10417;2266
10418;2267
10419;2268
10420;2269
10421;2270
10422;2271
10423;2272
10424;2273
10425;2274
10426;2275
10427;2276
10428;2277
10429;2278
10430;2279
10431;2280
10432;2281
10433;2282
10434;2283
10435;2284
10436;2285
10437;2286
10438;2287
10439;2288
10440;2289
10441;2290
10442;2291
10443;2292
10444;2293
10445;2294
10446;2295
10447;2296
10448;2297
10449;2298
10450;2299
10451;2300
10452;2301
10453;2302
10454;2303
10455;2304
10456;2305
10457;2306
10458;2307
10459;2308
10460;2309
10461;2310
10462;2311
10463;2312
10464;2313
10465;2314
10466;2315
10467;2316
10468;2317
10469;2318
10470;2319
10471;2320
10472;2321
10473;2322
10474;2323
10475;2324
8425;225
10476;2325
10477;2326
10478;2327
10479;2328
10480;2329
10481;2330
8426;226
10482;2331
10483;2332
10484;2333
10485;2334
10486;2335
10487;2336
10488;2337
10489;2338
10490;2339
10491;2340
10492;2341
10493;2342
10494;2343
10495;2344
10496;2345
10497;2346
10498;2347
10499;2348
10500;2349
8427;227
10501;2350
8428;228
10502;2351
10503;2352
10504;2353
8429;229
10505;2354
10506;2355
10507;2356
10508;2357
10509;2358
10510;2359
10511;2360
8359;121
10512;2361
10513;2362
10514;2363
10515;2364
10516;2365
10517;2366
8360;122
10518;2367
10519;2368
10520;2369
10521;2370
10522;2371
10523;2372
8361;123
10524;2373
10525;2374
10526;2375
10527;2376
10528;2377
10529;2378
10530;2379
10531;2380
10532;2381
10533;2382
10534;2383
10535;2384
10536;2385
10537;2386
10538;2387
10539;2388
10540;2389
10541;2390
10542;2391
10543;2392
10544;2393
10545;2394
10546;2395
10547;2396
10548;2397
10549;2398
10550;2399
10551;2400
10552;2401
10553;2402
10554;2403
10555;2404
10556;2405
10557;2406
10558;2407
10559;2408
10560;2409
10561;2410
10562;2411
10563;2412
10564;2413
10565;2414
10566;2415
10567;2416
10568;2417
10569;2418
10570;2419
10571;2420
10572;2421
10573;2422
10574;2423
10575;2424
10576;2425
10577;2426
10578;2427
10579;2428
10580;2429
10581;2430
10582;2431
10583;2432
10584;2433
10585;2434
10586;2435
10587;2436
10588;2437
10589;2438
10590;2439
10591;2440
10592;2441
8430;230
10593;2442
10594;2443
10595;2444
10596;2445
10597;2446
10598;2447
10599;2448
10600;2449
10601;2450
10602;2451
10603;2452
10604;2453
10605;2454
10606;2455
10607;2456
10608;2457
10609;2458
10610;2459
10611;2460
10612;2461
10613;2462
10614;2463
10615;2464
10616;2465
10617;2466
10618;2467
10619;2468
10620;2469
10621;2470
10622;2471
10623;2472
10624;2473
10625;2474
10626;2475
10627;2476
10628;2477
10629;2478
10630;2479
10631;2480
10632;2481
10633;2482
10634;2483
10635;2484
10636;2485
10637;2486
10638;2487
10639;2488
10640;2489
10641;2490
10642;2491
10643;2492
10644;2493
10645;2494
10646;2495
10647;2496
10648;2497
10649;2498
10650;2499
10651;2500
10652;2501
10653;2502
10654;2503
10655;2504
10656;2505
10657;2506
10658;2507
10659;2508
10660;2509
10661;2510
10662;2511
10663;2512
10664;2513
10665;2514
65469;2515
65470;2516
65471;2517
65472;2518
10670;2519
10671;2520
10672;2521
10673;2522
10674;2523
10675;2524
10676;2525
10677;2526
10678;2527
10679;2528
10680;2529
10681;2530
10682;2531
10683;2532
10684;2533
10685;2534
10686;2535
10687;2536
8431;231
10688;2537
10689;2538
10690;2539
10691;2540
10692;2541
10693;2542
10694;2543
10695;2544
10696;2545
10697;2546
10698;2547
10699;2548
10700;2549
10701;2550
10702;2551
10703;2552
10704;2553
10705;2554
10706;2555
10707;2556
10708;2557
10709;2558
10710;2559
65491;2560
10712;2561
10713;2562
10714;2563
10715;2564
10716;2565
10717;2566
10718;2567
10719;2568
10720;2569
10721;2570
10722;2571
10723;2572
10724;2573
10725;2574
10726;2575
10727;2576
10728;2577
10729;2578
10730;2579
10731;2580
8326;0
10732;2581
10733;2582
10734;2583
10735;2584
10736;2585
10737;2586
10738;2587
10739;2588
10740;2589
10741;2590
10742;2591
10743;2592
10744;2593
10745;2594
10746;2595
10747;2596
10748;2597
10749;2598
10750;2599
8362;124
10751;2600
10752;2601
10753;2602
10754;2603
65358;2604
10756;2605
65359;2606
10758;2607
10759;2608
8432;232
10760;2609
10761;2610
10762;2611
10763;2612
10764;2613
10765;2614
10766;2615
10767;2616
65143;233
8345;87
65376;2617
10769;2618
10770;2619
10771;2620
10772;2621
10773;2622
10774;2623
10775;2624
10776;2625
10777;2626
10778;2627
10779;2628
10780;2629
10781;2630
10782;2631
65492;149.0
65493;149.1
64251;2634
65504;2635
65507;2636
65508;2637
64255;2638
64256;2639
65494;2640
65495;2641
65496;2642
65497;2643
64261;2644
10796;2645
64262;2646
65498;2647
10799;2648
64264;2649
65520;2650
64268;2651
64269;2652
65500;2653
65501;2654
65502;2655
8340;76
65503;2656
65519;2657
64565;2658
65551;2659
65552;2660
64569;2661
64570;2662
65126;168
10814;2663
65553;2664
10816;2665
